"nim","fak","prodi","thn_masuk","sex","kota_asal","jml_ajuan_cuti","jml_tunggakan","tgl_lahir","umur","usia","beasiswa","marital","jml_aktivitas_kemahasiswaan","jml_prestasi","ips1","ips2","ips3","ips4","ips5","ips6","ips7","ips8","ips9","ips10","ips11","ips12","ips13","ips14","ipk","tgl_yud","masuk","masa_studi_bulan","masa_studi_tahun","label"
19816,"A","A11",2015,1,2,2,2,"1996-12-11",24,2,2,2,1,2,3,3,3,3,3,3,2,3,0,0,0,0,0,0,3,"2019-03-08","2015-08-30",42,3,2
19810,"A","A11",2015,2,2,2,2,"1997-04-19",24,2,2,2,2,2,0,3,3,2,2,0,2,2,2,0,0,0,0,0,3,"2019-11-12","2015-08-30",50,4,3
19807,"A","A11",2015,1,2,2,2,"1997-12-27",23,2,2,2,2,2,2,0,0,1,2,2,2,2,3,2,3,0,0,0,3,"2021-01-01","2015-08-30",64,5,3
19805,"A","A11",2015,1,2,2,2,"1997-06-18",24,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2019-07-26","2015-08-30",46,3,2
19797,"A","A11",2015,1,2,2,2,"1998-01-05",23,2,2,2,2,2,3,3,2,2,2,2,2,3,0,0,0,0,0,0,3,"2019-08-09","2015-08-30",47,3,2
19789,"A","A11",2015,1,2,2,2,"1996-08-10",25,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2019-08-09","2015-08-30",47,3,2
19788,"A","A11",2015,1,2,2,2,"1997-11-08",23,2,2,2,2,2,3,3,3,3,3,3,2,0,0,0,0,0,0,0,3,"2020-02-26","2015-08-30",53,4,3
19787,"A","A11",2015,1,2,2,2,"1997-03-30",24,2,2,2,2,2,3,3,3,3,0,3,3,1,3,0,0,0,0,0,3,"2019-11-12","2015-08-30",50,4,3
19786,"A","A11",2015,1,2,2,2,"1997-07-01",24,2,2,2,2,2,3,3,2,0,3,3,3,3,0,0,0,0,0,0,3,"2019-08-09","2015-08-30",47,3,2
19784,"A","A11",2015,1,2,2,2,"1996-05-06",25,2,2,2,2,2,3,3,3,2,2,2,2,1,1,0,0,0,0,0,3,"2020-02-26","2015-08-30",53,4,3
19783,"A","A11",2015,2,2,2,2,"1998-06-19",23,2,1,2,1,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2019-03-08","2015-08-30",42,3,2
19780,"A","A11",2015,2,2,2,2,"1998-02-16",23,2,2,2,2,2,3,3,3,3,3,3,2,3,0,0,0,0,0,0,3,"2019-03-08","2015-08-30",42,3,2
19777,"A","A11",2015,1,2,2,2,"1997-08-26",24,2,1,2,1,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2019-08-09","2015-08-30",47,3,2
19776,"A","A11",2015,1,2,2,2,"1997-09-12",24,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2019-08-09","2015-08-30",47,3,2
19768,"A","A11",2015,2,2,2,2,"1997-02-25",24,2,2,2,2,2,3,3,3,3,3,3,2,3,0,0,0,0,0,0,3,"2019-03-08","2015-08-30",42,3,2
19767,"A","A11",2015,2,2,2,2,"1998-02-03",23,2,2,2,2,2,3,3,3,3,3,3,2,3,0,0,0,0,0,0,3,"2019-03-01","2015-08-30",42,3,2
19766,"A","A11",2015,1,2,2,2,"1996-12-04",24,2,2,2,2,2,3,3,3,0,3,3,3,3,0,0,0,0,0,0,3,"2019-08-09","2015-08-30",47,3,2
19762,"A","A11",2015,1,2,2,2,"1997-02-06",24,2,2,2,2,2,3,3,3,0,3,3,2,1,3,0,0,0,0,0,3,"2019-11-12","2015-08-30",50,4,3
19761,"A","A11",2015,2,2,2,2,"1997-08-13",24,2,2,2,1,2,3,3,3,3,3,3,2,3,0,0,0,0,0,0,3,"2019-03-01","2015-08-30",42,3,2
19643,"A","A11",2016,1,2,2,2,"1997-04-11",24,2,2,2,2,2,0,2,2,2,3,1,2,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
19622,"A","A11",2016,2,2,2,2,"1998-05-11",23,2,2,2,2,2,3,3,3,3,3,3,2,0,0,0,0,0,0,0,3,"2020-02-06","2016-08-30",41,3,2
19608,"A","A11",2016,1,2,2,2,"1996-06-07",25,2,2,2,2,2,3,3,3,2,3,3,3,2,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
19603,"A","A11",2016,2,2,2,2,"1994-06-21",27,3,2,2,2,2,2,3,3,3,0,3,0,0,0,0,0,0,0,0,3,"2019-03-01","2016-08-30",30,2,1
19580,"A","A11",2016,1,2,2,2,"1998-08-09",23,2,2,2,2,2,0,3,3,3,3,3,2,0,0,0,0,0,0,0,3,"2020-02-06","2016-08-30",41,3,2
19570,"A","A11",2016,2,2,2,2,"1997-12-11",23,2,2,2,1,2,3,3,3,0,3,3,1,1,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
19567,"A","A11",2016,1,2,2,2,"1998-04-14",23,2,2,2,2,2,3,3,2,2,2,2,2,1,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
19566,"A","A11",2016,2,2,2,2,"1995-06-11",26,3,2,2,2,2,3,0,3,3,3,3,2,0,0,0,0,0,0,0,3,"2020-02-14","2016-08-30",41,3,2
19506,"A","A11",2016,1,2,2,2,"1995-04-23",26,3,2,2,2,2,3,3,3,3,3,3,2,0,0,0,0,0,0,0,3,"2020-02-14","2016-08-30",41,3,2
19494,"A","A11",2016,1,2,2,2,"1999-03-18",22,2,2,2,1,2,3,3,3,2,3,3,3,3,0,0,0,0,0,0,3,"2020-07-13","2016-08-30",46,3,2
19490,"A","A11",2016,1,2,2,2,"1998-08-06",23,2,2,2,2,2,3,3,2,2,0,3,3,2,3,3,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
19483,"A","A11",2016,1,2,2,2,"1998-09-22",23,2,2,2,2,2,3,3,3,3,3,3,2,0,0,0,0,0,0,0,3,"2020-02-06","2016-08-30",41,3,2
19444,"A","A11",2016,1,2,2,2,"1998-05-24",23,2,2,2,1,2,3,3,0,2,3,2,3,0,1,3,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
19443,"A","A11",2016,1,2,2,2,"1998-02-09",23,2,2,2,2,2,2,2,2,2,3,3,2,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
19375,"A","A11",2016,1,2,2,2,"1994-11-02",26,3,2,2,2,2,0,0,2,2,1,3,3,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
19371,"A","A11",2016,1,2,2,2,"1998-08-06",23,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
19366,"A","A11",2016,1,2,2,2,"1998-07-28",23,2,2,2,2,2,0,0,2,1,3,2,2,2,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
19360,"A","A11",2016,1,2,2,2,"1997-10-26",23,2,2,2,2,2,3,0,3,3,3,2,2,3,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
19356,"A","A11",2016,1,2,2,2,"1997-12-13",23,2,2,2,2,2,3,0,0,3,3,3,2,1,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
19355,"A","A11",2016,1,2,2,2,"1998-02-18",23,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2020-07-24","2016-08-30",46,3,2
19342,"A","A11",2016,1,2,2,2,"1997-06-27",24,2,1,2,1,2,3,3,3,3,3,3,2,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
19341,"A","A11",2016,2,2,2,2,"1997-09-02",24,2,2,1,2,2,2,0,2,2,3,3,3,2,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
19336,"A","A11",2016,1,2,2,2,"1996-12-25",24,2,2,2,2,2,3,3,3,3,2,3,2,1,0,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
19330,"A","A11",2016,1,2,2,2,"1998-05-01",23,2,2,2,2,2,2,0,0,0,2,3,3,3,3,3,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
19310,"A","A11",2016,2,2,2,2,"1998-03-03",23,2,2,2,1,2,3,3,2,2,3,3,3,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
19303,"A","A11",2016,2,2,2,2,"1997-06-06",24,2,2,2,2,2,3,3,3,2,2,3,2,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
19299,"A","A11",2016,1,2,2,2,"1998-05-18",23,2,2,2,2,2,3,3,2,3,3,2,1,2,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
19296,"A","A11",2016,1,2,2,2,"1999-04-23",22,2,2,2,2,2,1,2,2,2,2,2,2,2,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
19283,"A","A11",2016,1,2,2,2,"1998-01-01",23,2,2,2,2,2,2,2,3,2,3,3,3,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
19280,"A","A11",2016,2,2,2,2,"1995-03-06",26,3,2,2,2,2,2,2,3,3,2,1,3,0,0,0,0,0,0,0,3,"2019-11-12","2016-08-30",38,3,2
19275,"A","A11",2016,1,2,2,2,"1998-05-27",23,2,2,2,2,2,2,2,3,2,3,3,2,1,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
19270,"A","A11",2016,2,2,2,2,"1998-05-15",23,2,2,2,2,2,3,3,3,3,3,3,2,0,0,0,0,0,0,0,3,"2020-02-06","2016-08-30",41,3,2
19267,"A","A11",2016,1,2,2,2,"1997-02-05",24,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,0,0,0,0,2,"2021-01-01","2016-08-30",52,4,3
19244,"A","A11",2016,2,2,2,2,"1998-07-27",23,2,2,2,2,2,3,3,3,3,3,3,2,0,0,0,0,0,0,0,3,"2020-02-06","2016-08-30",41,3,2
19236,"A","A11",2016,1,2,2,2,"1997-07-20",24,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
19233,"A","A11",2016,1,2,2,2,"1998-06-10",23,2,2,2,2,2,0,3,2,2,2,2,2,1,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
19230,"A","A11",2016,1,2,2,2,"1998-10-04",23,2,2,2,1,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2020-07-13","2016-08-30",46,3,2
19215,"A","A11",2016,1,2,2,2,"1997-07-23",24,2,2,2,2,2,3,3,3,3,3,3,2,0,0,0,0,0,0,0,3,"2020-02-06","2016-08-30",41,3,2
19214,"A","A11",2016,1,2,2,2,"1997-04-18",24,2,2,2,2,2,2,2,2,2,2,2,2,1,3,0,0,0,0,0,2,"2021-01-01","2016-08-30",52,4,3
19212,"A","A11",2016,1,2,2,2,"1998-05-20",23,2,2,2,1,1,3,2,2,2,3,3,2,3,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
19198,"A","A11",2016,2,2,2,2,"1997-02-21",24,2,2,2,2,2,0,3,0,3,3,3,3,3,0,0,0,0,0,0,3,"2020-07-24","2016-08-30",46,3,2
19197,"A","A11",2016,1,2,2,2,"1998-01-18",23,2,2,2,2,2,0,3,3,2,2,3,1,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
19171,"A","A11",2016,1,2,2,2,"1998-01-13",23,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
19169,"A","A11",2016,1,2,2,2,"1998-03-18",23,2,2,2,2,2,2,3,0,2,3,3,2,1,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
19161,"A","A11",2016,1,2,2,2,"1998-05-30",23,2,2,2,2,2,0,3,3,3,3,3,2,0,0,0,0,0,0,0,3,"2020-02-06","2016-08-30",41,3,2
19158,"A","A11",2016,2,2,2,2,"1997-01-09",24,2,2,2,2,2,3,3,3,3,3,3,2,0,0,0,0,0,0,0,3,"2020-02-06","2016-08-30",41,3,2
19150,"A","A11",2016,1,2,2,2,"1998-04-10",23,2,2,2,2,2,3,3,3,3,3,3,2,3,0,0,0,0,0,0,3,"2020-08-26","2016-08-30",47,3,2
19114,"A","A11",2016,1,2,2,2,"1997-06-27",24,2,2,2,2,2,2,2,2,2,2,3,2,2,2,0,0,0,0,0,2,"2021-01-01","2016-08-30",52,4,3
19110,"A","A11",2016,1,2,2,2,"1996-05-17",25,2,2,2,2,2,3,3,3,3,3,3,2,0,0,0,0,0,0,0,3,"2020-02-14","2016-08-30",41,3,2
19109,"A","A11",2016,2,2,2,2,"1998-08-26",23,2,2,2,2,2,2,3,2,2,3,3,3,1,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
19095,"A","A11",2016,1,2,2,2,"1998-06-17",23,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2020-07-24","2016-08-30",46,3,2
19092,"A","A11",2016,1,2,2,2,"1998-06-25",23,2,2,2,2,2,2,2,2,2,2,3,2,3,3,0,0,0,0,0,0,"2021-01-01","2016-08-30",52,4,3
19090,"A","A11",2016,1,2,2,2,"1999-01-12",22,2,2,2,2,2,3,3,3,3,3,3,0,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
19084,"A","A11",2016,1,2,2,2,"1998-02-11",23,2,2,2,2,2,0,2,3,2,3,3,3,3,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
19072,"A","A11",2016,1,2,2,2,"1997-04-28",24,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,0,0,0,0,2,"2021-01-01","2016-08-30",52,4,3
19070,"A","A11",2016,1,2,2,2,"1999-02-02",22,2,2,2,1,2,2,2,2,2,3,3,2,0,0,0,0,0,0,0,3,"2020-02-06","2016-08-30",41,3,2
19065,"A","A11",2016,1,2,2,2,"1998-05-16",23,2,2,2,1,2,0,3,3,0,3,2,2,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
19064,"A","A11",2016,2,2,2,2,"1998-10-11",23,2,2,2,2,2,3,3,3,3,3,3,2,0,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
19058,"A","A11",2016,1,2,2,2,"1999-01-18",22,2,2,2,2,2,2,0,0,0,3,3,2,1,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
19051,"A","A11",2016,1,2,2,2,"1999-01-02",22,2,2,2,2,2,3,3,3,3,3,3,2,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
19050,"A","A11",2016,1,2,2,2,"1998-07-12",23,2,1,2,1,2,3,3,3,3,3,3,3,1,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
19049,"A","A11",2016,1,2,2,2,"1998-08-05",23,2,2,2,1,1,0,0,2,0,3,3,2,2,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
19046,"A","A11",2016,1,2,2,2,"1998-01-04",23,2,2,2,1,2,2,3,3,3,3,3,2,0,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
19012,"A","A11",2016,2,2,2,2,"1999-08-23",22,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
19010,"A","A11",2016,1,2,2,2,"1998-06-08",23,2,2,2,1,2,3,3,3,3,3,3,2,0,0,0,0,0,0,0,3,"2020-02-06","2016-08-30",41,3,2
19000,"A","A11",2016,1,2,2,2,"1997-05-10",24,2,2,2,1,2,3,3,3,2,3,3,2,0,0,0,0,0,0,0,3,"2020-02-14","2016-08-30",41,3,2
18997,"A","A11",2016,1,2,2,2,"1998-03-23",23,2,2,2,2,2,3,3,3,3,3,2,2,0,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
18993,"A","A11",2016,1,2,2,2,"1999-08-16",22,2,2,2,2,2,3,3,0,2,2,3,2,3,0,0,0,0,0,0,3,"2020-07-24","2016-08-30",46,3,2
18987,"A","A11",2016,1,2,2,2,"1997-07-30",24,2,2,2,2,2,3,0,2,2,3,2,3,1,0,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
18981,"A","A11",2016,1,2,2,2,"1998-12-06",22,2,2,2,2,2,3,3,3,3,3,3,3,1,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
18979,"A","A11",2016,1,2,2,2,"1997-11-10",23,2,2,2,2,2,2,3,2,2,2,3,3,3,0,0,0,0,0,0,3,"2020-07-24","2016-08-30",46,3,2
18952,"A","A11",2016,1,2,2,2,"1997-12-23",23,2,2,2,2,2,0,3,2,2,2,2,2,2,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
18951,"A","A11",2016,2,2,2,2,"1998-05-06",23,2,2,2,1,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
18921,"A","A11",2016,1,2,2,2,"1996-11-10",24,2,2,2,2,2,2,2,3,2,2,3,3,0,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
18915,"A","A11",2016,2,2,2,2,"1998-12-25",22,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2020-07-24","2016-08-30",46,3,2
18910,"A","A11",2016,1,2,2,2,"1998-01-02",23,2,2,2,2,2,3,2,2,2,2,2,3,3,0,0,0,0,0,0,0,"2020-08-12","2016-08-30",47,3,2
18900,"A","A11",2016,1,2,2,2,"1997-12-25",23,2,2,2,2,2,2,2,0,0,3,3,2,0,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
18893,"A","A11",2016,2,2,2,2,"1998-09-14",23,2,2,2,2,2,3,3,3,3,3,3,2,3,0,0,0,0,0,0,3,"2020-07-24","2016-08-30",46,3,2
18887,"A","A11",2016,1,2,2,2,"1998-10-13",23,2,2,2,2,2,3,2,2,3,2,2,1,3,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
18885,"A","A11",2016,1,2,2,2,"1998-11-27",22,2,2,2,2,2,3,0,3,3,3,3,3,3,0,0,0,0,0,0,3,"2020-07-24","2016-08-30",46,3,2
18869,"A","A11",2016,2,2,2,2,"1998-01-30",23,2,2,2,2,2,3,3,3,3,3,3,3,1,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
18859,"A","A11",2016,2,2,2,2,"1999-02-25",22,2,2,2,2,2,3,2,2,2,3,3,2,0,0,0,0,0,0,0,3,"2020-02-26","2016-08-30",41,3,2
18841,"A","A11",2016,1,2,2,2,"1997-10-22",23,2,2,2,1,2,3,3,3,3,3,3,2,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
18829,"A","A11",2016,1,2,2,2,"1998-01-15",23,2,2,2,2,2,0,3,2,3,3,3,3,3,0,0,0,0,0,0,3,"2020-07-24","2016-08-30",46,3,2
18805,"A","A11",2016,2,2,2,2,"1998-07-07",23,2,2,2,2,2,0,0,0,3,3,3,3,3,0,0,0,0,0,0,3,"2020-08-26","2016-08-30",47,3,2
18796,"A","A11",2016,1,2,2,2,"1997-11-07",23,2,2,2,2,2,0,3,3,2,2,3,2,1,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
18791,"A","A11",2016,1,2,2,2,"1997-05-31",24,2,2,2,2,2,2,2,3,2,3,3,2,1,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
18790,"A","A11",2016,2,2,2,2,"1997-06-06",24,2,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,3,"2020-07-24","2016-08-30",46,3,2
18788,"A","A11",2016,1,2,2,2,"1998-07-14",23,2,2,2,2,2,3,3,3,3,3,3,2,0,0,0,0,0,0,0,3,"2020-02-26","2016-08-30",41,3,2
18786,"A","A11",2016,1,2,2,2,"1997-10-27",23,2,2,2,2,2,2,2,2,2,3,3,2,0,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
18781,"A","A11",2016,1,2,2,2,"1998-05-27",23,2,2,2,2,2,3,3,3,3,3,3,2,0,0,0,0,0,0,0,3,"2020-02-06","2016-08-30",41,3,2
18779,"A","A11",2016,2,2,2,2,"1998-08-21",23,2,1,2,1,2,3,0,3,3,3,3,2,0,0,0,0,0,0,0,3,"2020-02-14","2016-08-30",41,3,2
18774,"A","A11",2016,1,2,2,2,"1998-08-14",23,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2020-07-24","2016-08-30",46,3,2
18749,"A","A11",2016,1,2,2,2,"1998-01-11",23,2,2,2,1,2,0,3,3,3,3,3,3,1,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
18748,"A","A11",2016,1,2,2,2,"1998-03-27",23,2,2,2,1,2,0,3,2,2,3,3,2,1,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
18744,"A","A11",2016,1,2,2,2,"1998-12-03",22,2,2,2,2,2,0,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
18739,"A","A11",2016,1,2,2,2,"1994-10-05",27,3,2,2,2,2,3,3,2,3,3,3,2,3,0,0,0,0,0,0,3,"2020-07-24","2016-08-30",46,3,2
18738,"A","A11",2016,1,2,2,2,"1996-03-23",25,2,2,2,2,2,2,3,2,3,3,3,2,3,0,0,0,0,0,0,3,"2020-07-24","2016-08-30",46,3,2
18737,"A","A11",2016,1,2,2,2,"1998-07-16",23,2,2,2,2,2,0,3,3,3,3,3,3,0,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
18736,"A","A11",2016,1,2,2,2,"1998-01-18",23,2,2,2,1,2,0,3,2,3,3,3,3,3,0,0,0,0,0,0,3,"2020-08-26","2016-08-30",47,3,2
18730,"A","A11",2016,2,2,2,2,"1998-04-03",23,2,2,2,1,2,3,3,3,2,3,3,3,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
18721,"A","A11",2016,1,2,2,2,"1998-04-03",23,2,2,2,1,2,3,0,3,3,3,3,3,2,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
18717,"A","A11",2016,1,2,2,2,"1998-07-03",23,2,2,2,2,2,3,3,3,2,3,3,2,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
18713,"A","A11",2016,1,2,2,2,"1998-08-14",23,2,2,2,2,2,2,3,2,3,3,3,2,0,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
18703,"A","A11",2016,2,2,2,2,"1998-08-05",23,2,2,2,2,2,3,3,0,0,3,3,2,0,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
18690,"A","A11",2016,1,2,2,2,"1996-05-09",25,2,2,2,2,2,3,3,2,2,3,3,3,3,0,0,0,0,0,0,3,"2020-08-26","2016-08-30",47,3,2
18683,"A","A11",2016,1,2,2,2,"1996-08-23",25,2,2,2,2,2,3,3,2,2,2,3,3,0,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
18680,"A","A11",2016,2,2,2,2,"1998-10-02",23,2,2,2,1,2,3,3,3,3,3,3,2,1,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
18676,"A","A11",2016,2,2,2,2,"1998-08-03",23,2,2,2,2,2,3,3,0,2,3,3,3,0,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
18675,"A","A11",2016,1,2,2,2,"1998-04-11",23,2,2,2,1,2,3,3,3,3,3,3,2,1,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
18674,"A","A11",2016,1,2,2,2,"1997-11-14",23,2,2,2,2,1,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
18665,"A","A11",2016,1,2,2,2,"1998-05-21",23,2,2,1,1,1,3,3,3,3,3,3,0,3,0,0,0,0,0,0,3,"2020-08-26","2016-08-30",47,3,2
18646,"A","A11",2016,2,2,2,2,"1998-03-24",23,2,2,2,2,2,2,0,2,0,3,3,3,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
18639,"A","A11",2016,1,2,2,2,"1997-11-03",23,2,2,2,2,2,3,3,0,2,3,3,2,0,0,0,0,0,0,0,3,"2020-02-26","2016-08-30",41,3,2
18637,"A","A11",2016,1,2,2,2,"1998-03-30",23,2,2,2,2,2,3,3,3,3,3,3,3,0,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
18616,"A","A11",2016,1,2,2,2,"1997-10-31",23,2,2,2,2,2,3,3,2,3,3,3,2,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
18604,"A","A11",2016,1,2,2,2,"1996-05-18",25,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
18593,"A","A11",2016,1,2,2,2,"1998-03-14",23,2,2,2,2,2,3,3,2,2,2,2,2,2,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
18582,"A","A11",2016,1,2,2,2,"1998-12-11",22,2,2,2,2,2,0,0,3,0,3,3,2,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
18580,"A","A11",2016,1,2,2,2,"1998-04-23",23,2,2,2,2,2,3,3,3,3,3,3,2,3,0,0,0,0,0,0,3,"2020-07-24","2016-08-30",46,3,2
18579,"A","A11",2016,2,2,2,2,"1998-05-28",23,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2020-07-24","2016-08-30",46,3,2
18567,"A","A11",2016,1,2,2,2,"1998-09-18",23,2,2,2,2,2,2,3,3,3,3,3,2,3,0,0,0,0,0,0,3,"2020-07-24","2016-08-30",46,3,2
18566,"A","A11",2016,1,2,2,2,"1998-09-08",23,2,2,2,2,2,3,0,2,2,3,3,3,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
18550,"A","A11",2016,1,2,2,2,"1997-07-27",24,2,2,2,2,2,0,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
18549,"A","A11",2016,2,2,2,2,"1998-08-03",23,2,2,2,2,2,3,3,3,3,3,3,2,0,0,0,0,0,0,0,3,"2020-02-14","2016-08-30",41,3,2
18538,"A","A11",2016,1,2,2,2,"1998-04-05",23,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2020-07-24","2016-08-30",46,3,2
18535,"A","A11",2016,1,2,2,2,"1998-03-17",23,2,2,2,2,2,0,2,2,0,3,2,2,1,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
18531,"A","A11",2016,1,2,2,2,"1997-08-16",24,2,2,2,2,2,3,3,3,3,3,3,2,0,0,0,0,0,0,0,3,"2020-02-14","2016-08-30",41,3,2
18530,"A","A11",2016,1,2,2,2,"1998-08-03",23,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
18526,"A","A11",2016,2,2,2,2,"1993-11-04",27,3,2,2,2,2,3,3,3,3,0,3,0,0,0,0,0,0,0,0,3,"2019-06-28","2016-08-30",33,2,1
18520,"A","A11",2016,2,2,2,2,"1999-02-24",22,2,2,2,2,2,0,2,2,2,3,2,3,3,0,0,0,0,0,0,3,"2020-08-12","2016-08-30",47,3,2
18514,"A","A11",2016,1,2,2,2,"1997-02-03",24,2,2,2,2,2,2,0,2,2,3,3,3,1,3,0,0,0,0,0,3,"2021-01-01","2016-08-30",52,4,3
